twitter_id,author_id,hashtag,frequency,full_name,state,region,party
229966028,229966028,LeeCounty,1,Marco Rubio,FL,south,Republican
229966028,229966028,LockTheClock,1,Marco Rubio,FL,south,Republican
229966028,229966028,MahsaAmini,1,Marco Rubio,FL,south,Republican
229966028,229966028,Naples,1,Marco Rubio,FL,south,Republican
229966028,229966028,NationalFarmersDay,1,Marco Rubio,FL,south,Republican
229966028,229966028,Nigeria,1,Marco Rubio,FL,south,Republican
229966028,229966028,OpiniónDLA,1,Marco Rubio,FL,south,Republican
229966028,229966028,PLA,1,Marco Rubio,FL,south,Republican
229966028,229966028,PLO,1,Marco Rubio,FL,south,Republican
229966028,229966028,PRC,1,Marco Rubio,FL,south,Republican
229966028,229966028,Panama,1,Marco Rubio,FL,south,Republican
229966028,229966028,PuertoRico,1,Marco Rubio,FL,south,Republican
229966028,229966028,Russia,1,Marco Rubio,FL,south,Republican
229966028,229966028,SemperFidelis,1,Marco Rubio,FL,south,Republican
229966028,229966028,SolomonIslands,1,Marco Rubio,FL,south,Republican
229966028,229966028,Taiwan,1,Marco Rubio,FL,south,Republican
229966028,229966028,TaiwanTalks,1,Marco Rubio,FL,south,Republican
229966028,229966028,Tajikistan,1,Marco Rubio,FL,south,Republican
229966028,229966028,Tehran,1,Marco Rubio,FL,south,Republican
229966028,229966028,UyghurForcedLabor,1,Marco Rubio,FL,south,Republican
229966028,229966028,Veterans,1,Marco Rubio,FL,south,Republican
229966028,229966028,WorldAIDSDay,1,Marco Rubio,FL,south,Republican
229966028,229966028,WorldCup,1,Marco Rubio,FL,south,Republican
229966028,229966028,WorldCup2022,1,Marco Rubio,FL,south,Republican
229966028,229966028,YMTC,1,Marco Rubio,FL,south,Republican
229966028,229966028,freeNavalny,1,Marco Rubio,FL,south,Republican
233737858,233737858,Bideninflation,1,Ron Johnson,WI,north,Republican
233737858,233737858,CRPodcast,1,Ron Johnson,WI,north,Republican
233737858,233737858,Covid,1,Ron Johnson,WI,north,Republican
233737858,233737858,GASen,1,Ron Johnson,WI,north,Republican
234128524,234128524,GoNavyBeatArmy,1,Todd Young,IN,north,Republican
234128524,234128524,ManufacturingDay,1,Todd Young,IN,north,Republican
234128524,234128524,Marines,1,Todd Young,IN,north,Republican
234128524,234128524,National4HWeek,1,Todd Young,IN,north,Republican
234128524,234128524,NationalDayOfTheDeployed,1,Todd Young,IN,north,Republican
234128524,234128524,NationalFarmersDay,1,Todd Young,IN,north,Republican
234128524,234128524,NationalFirstRespondersDay,1,Todd Young,IN,north,Republican
234128524,234128524,NationalMilitaryFamilyMonth,1,Todd Young,IN,north,Republican
234128524,234128524,SemperFi,1,Todd Young,IN,north,Republican
234128524,234128524,SmallBusinessSaturday,1,Todd Young,IN,north,Republican
234128524,234128524,WorldMentalHealthDay,1,Todd Young,IN,north,Republican
234128524,234128524,shoplocal,1,Todd Young,IN,north,Republican
234374703,234374703,AmericanRescuePlan,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,ElectionDay,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,GreatAmericanOutdoorsAct,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,HappyHalloween,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,InflationReductionAct,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,Medicare,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,NationalManufacturingDay,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,NationalMinersDay,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,OnThisDay,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,RefugeWeek,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,RuralHealth,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,VeteransDay,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,WeAreMarshall,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,WorldCup,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,YomKippur,1,"Joe Manchin, III",WV,south,Democrat
234374703,234374703,vaccines,1,"Joe Manchin, III",WV,south,Democrat
236511574,236511574,BipartisanInfrastructureLaw,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,BreastCancerAwarenessMonth,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,FIFAWorldCup,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,GoBlue,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,NationalComingOutDay,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,NationalFarmersDay,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,SchoolBusSafetyWeek,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,SemperFi,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,ShopSmall,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,SmallBusinessSaturday,1,Gary C. Peters,MI,north,Democrat
236511574,236511574,WorldTeachersDay,1,Gary C. Peters,MI,north,Democrat
242555999,242555999,ChamberofCarbon,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,ChildTaxCredit,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,CleanWater50,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,CutMethane,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,LastWord,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,MFGDay22,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,NativeAmericanHeritageMonth,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,PanCANawareness,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,RespectforMarriageAct,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,SCOTUS,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,SmallBusinessSaturday,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,SupremeCourt,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,WindWinRI,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,affordablehousing,1,Sheldon Whitehouse,RI,north,Democrat
242555999,242555999,flu,1,Sheldon Whitehouse,RI,north,Democrat
247334603,247334603,4profit,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,AffirmativeAction,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,AmericanRescuePlan,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,Diwali,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,DomesticViolenceAwarenessMonth,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,DreamAct,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,DíaDeLosMuertos,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,EndTheException,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,GeneralPulaskiMemorialDay,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,GetCovered,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,IndigenousPeoplesDay,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,InflationReductionAct,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,LatinaEqualPayDay,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,NationalComingOutDay,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,OpenEnrollment,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,PearlHarborRemembranceDay,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,SchoolPsychWeek,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,SmallBusinessSaturday,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,TakeBackDay,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,TransDayofRemembrance,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,TreeOfLife,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,VaxUpAmerica,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,VeteransDay,1,Richard J. Durbin,IL,north,Democrat
247334603,247334603,fall,1,Richard J. Durbin,IL,north,Democrat
249787913,249787913,BreastCancerAwarenessMonth,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,GetCovered,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,IBEW,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,IndigenousPeoplesDay,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,MentalIllnessAwarenessWeek,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,MilitaryFamilyAppreciationMonth,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,NationalFarmersDay,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,NativeAmericanHeritageMonth,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,RingtheBell,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,SmallBusinessSaturday,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,VeteransDay,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,WRDA,1,Thomas R. Carper,DE,south,Democrat
249787913,249787913,WRDA2022,1,Thomas R. Carper,DE,south,Democrat
250188760,250188760,GivingTuesday,1,Ron Wyden,OR,north,Democrat
250188760,250188760,GlobalEncryptionDay,1,Ron Wyden,OR,north,Democrat
250188760,250188760,InflationReductionAct,1,Ron Wyden,OR,north,Democrat
250188760,250188760,LaneCoElections,1,Ron Wyden,OR,north,Democrat
250188760,250188760,ListeningToTheFuture,1,Ron Wyden,OR,north,Democrat
250188760,250188760,ManufacturingDay,1,Ron Wyden,OR,north,Democrat
250188760,250188760,NativeAmericanHeritageMonth,1,Ron Wyden,OR,north,Democrat
250188760,250188760,OrCities2022,1,Ron Wyden,OR,north,Democrat
250188760,250188760,OregonVotes,1,Ron Wyden,OR,north,Democrat
250188760,250188760,OregonWhey,1,Ron Wyden,OR,north,Democrat
250188760,250188760,ShopSmall,1,Ron Wyden,OR,north,Democrat
250188760,250188760,SmallBusinessSaturday,1,Ron Wyden,OR,north,Democrat
250188760,250188760,VOTE,1,Ron Wyden,OR,north,Democrat
250188760,250188760,VeteransDay,1,Ron Wyden,OR,north,Democrat
250188760,250188760,Vote,1,Ron Wyden,OR,north,Democrat
264219447,264219447,BorderCrisis,1,Roger F. Wicker,MS,south,Republican
264219447,264219447,CybersecurityAwarenessMonth,1,Roger F. Wicker,MS,south,Republican
264219447,264219447,NationalFarmersDay,1,Roger F. Wicker,MS,south,Republican
264219447,264219447,NationalManufacturingDay,1,Roger F. Wicker,MS,south,Republican
264219447,264219447,PeaceThroughStrength,1,Roger F. Wicker,MS,south,Republican
264219447,264219447,SemperFi,1,Roger F. Wicker,MS,south,Republican
264219447,264219447,ShopSmall,1,Roger F. Wicker,MS,south,Republican
264219447,264219447,SmallBusinessSaturday,1,Roger F. Wicker,MS,south,Republican
296361085,26533227,GoWolves,1,John Thune,SD,north,Republican
296361085,26533227,election2022,1,John Thune,SD,north,Republican
296361085,26533227,goyotes,1,John Thune,SD,north,Republican
816683274076614656,26594419,Saints,1,John Kennedy,LA,south,Republican
816683274076614656,26594419,ShopSmall,1,John Kennedy,LA,south,Republican
816683274076614656,26594419,VeteransDay,1,John Kennedy,LA,south,Republican
816683274076614656,26594419,louisianaloggers,1,John Kennedy,LA,south,Republican
225921757,27044466,OKStrong,1,James Lankford,OK,south,Republican
225921757,27044466,OklahomaStandard,1,James Lankford,OK,south,Republican
278124059,278124059,CPSC50,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,DomesticViolenceAwarenessMonth,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,GetCovered,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,GoodAirports,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,KOSA,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,KeepKidsSafe,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,NationalWarriorCallDay,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,OpenEnrollment,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,RespectForMarriageAct,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,SemperFi,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,Thanksgiving,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,ThnxBirthControl,1,Richard Blumenthal,CT,north,Democrat
278124059,278124059,VeteransDay,1,Richard Blumenthal,CT,north,Democrat
278145569,278145569,BREAKING,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,BidenBorderCrisis,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,BidenRecession,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,BuildTheWall,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,CarrTrip,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,FOXNewsRundown,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,GBO,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,ManufacturingDay,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,NDAA,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,NationalTennesseeDay,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,SecureTheBorder,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,SemperFi,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,Shanghai,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,ShopSmall,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,SmallBusinessSaturday,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,TNTuesday,1,Marsha Blackburn,TN,south,Republican
278145569,278145569,VeteransDay2022,1,Marsha Blackburn,TN,south,Republican
2856787757,2856787757,2023FarmBill,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,AbrahamAccords,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,AmericanEnergy,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,AmericanFarmers,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,ArmyNavy,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,AuditTheIRS,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,BEATNavy,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,BeatNavy,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,COVID19,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,ChinaProtests,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,CornWatch,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,FentanylAwareness,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,GainOfFunction,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,Halloween,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,HappyThanksgiving,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,HurricaneIan,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,IowaAg,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,IowaFarmers,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,Iran,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,NDAA,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,NationalAdoptionDay,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,NationalFarmersDay,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,NationalFirstRespondersDay,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,PUNISH,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,RNDF2022,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,SoybeanWatch,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,SquealAward,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,StopTheSpending,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,Taiwan,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,UnleashAmericanEnergy,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,VOTE,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,WorldCup2022,1,Joni Ernst,IA,north,Republican
2856787757,2856787757,freedom,1,Joni Ernst,IA,north,Republican
2891210047,2891210047,AlaskaDay,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,AlaskaLNG,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,Hydrogen,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,INDOPACOM,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,IndoPacific,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,LNG,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,Marines,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,PearlHarborRemembranceDay,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,SFRC,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,SemperFi,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,TheWillowProject,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,inflation,1,Dan Sullivan,AK,north,Republican
2891210047,2891210047,veterans,1,Dan Sullivan,AK,north,Republican
29201047,29201047,AbolitionAmendment,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,BreastCancerAwarenessMonth,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,BuildBackBetter,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,ChildTaxCredit,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,CutMethane,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,ENWeek,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,ElectionHeroDay,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,EndtheException,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,GetCovered,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,GoodAirports,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,IndigenousPeoplesDay,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,ListoParaVotar,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,MFGDay22,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,MadeInOregon,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,ManufacturingDay,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,OTD,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,OptOutside,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,RespectForMarriageAct,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,VeteransDay,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,WeAreTheLand,1,Jeff Merkley,OR,north,Democrat
29201047,29201047,cedarcreekfire,1,Jeff Merkley,OR,north,Democrat
293131808,293131808,BipartisanInfrastructureLaw,1,Patty Murray,WA,north,Democrat
293131808,293131808,BreastCancerAwarenessMonth,1,Patty Murray,WA,north,Democrat
293131808,293131808,CTCNow,1,Patty Murray,WA,north,Democrat
293131808,293131808,ChildCareChangemakers,1,Patty Murray,WA,north,Democrat
293131808,293131808,ChildTaxCredit,1,Patty Murray,WA,north,Democrat
293131808,293131808,DVAM,1,Patty Murray,WA,north,Democrat
293131808,293131808,ElectionDay,1,Patty Murray,WA,north,Democrat
293131808,293131808,FreedomToVote,1,Patty Murray,WA,north,Democrat
293131808,293131808,GoCougs,1,Patty Murray,WA,north,Democrat
293131808,293131808,IDPWD2022,1,Patty Murray,WA,north,Democrat
293131808,293131808,IndigenousPeoplesDay,1,Patty Murray,WA,north,Democrat
293131808,293131808,LatinaEqualPay,1,Patty Murray,WA,north,Democrat
293131808,293131808,MilitaryFamilyAppreciationMonth,1,Patty Murray,WA,north,Democrat
293131808,293131808,NAW2022,1,Patty Murray,WA,north,Democrat
293131808,293131808,NDEAM,1,Patty Murray,WA,north,Democrat
293131808,293131808,NationalFamilyCaregivingMonth,1,Patty Murray,WA,north,Democrat
293131808,293131808,NativeAmericanHeritageDay,1,Patty Murray,WA,north,Democrat
293131808,293131808,PROAct,1,Patty Murray,WA,north,Democrat
293131808,293131808,PassPWFA,1,Patty Murray,WA,north,Democrat
293131808,293131808,PaycheckFairness,1,Patty Murray,WA,north,Democrat
293131808,293131808,PearlHarbor,1,Patty Murray,WA,north,Democrat
293131808,293131808,RespectforMarriageAct,1,Patty Murray,WA,north,Democrat
293131808,293131808,RoeVWade,1,Patty Murray,WA,north,Democrat
293131808,293131808,ShopSmall,1,Patty Murray,WA,north,Democrat
293131808,293131808,SmallBusinessSaturday,1,Patty Murray,WA,north,Democrat
293131808,293131808,VeteransDay,1,Patty Murray,WA,north,Democrat
293131808,293131808,WorldMentalHealthDay,1,Patty Murray,WA,north,Democrat
293131808,293131808,aew2022,1,Patty Murray,WA,north,Democrat
293131808,293131808,hiddenhelpers,1,Patty Murray,WA,north,Democrat
10615232,294126378,99countymeetings,1,Chuck Grassley,IA,north,Republican
10615232,294126378,FightRetailCrimeDay,1,Chuck Grassley,IA,north,Republican
10615232,294126378,ORC,1,Chuck Grassley,IA,north,Republican
10615232,294126378,ThanksgivingDay,1,Chuck Grassley,IA,north,Republican
10615232,294126378,cornwatch,1,Chuck Grassley,IA,north,Republican
10615232,294126378,inflation,1,Chuck Grassley,IA,north,Republican
10615232,294126378,soybeanwatch,1,Chuck Grassley,IA,north,Republican
2955485182,2955485182,4Hweek,1,Mike Rounds,SD,north,Republican
2955485182,2955485182,Amen,1,Mike Rounds,SD,north,Republican
2955485182,2955485182,GoGovs,1,Mike Rounds,SD,north,Republican
2955485182,2955485182,GoJacks,1,Mike Rounds,SD,north,Republican
2955485182,2955485182,NationalNewspaperWeek,1,Mike Rounds,SD,north,Republican
2955485182,2955485182,VeteransDay,1,Mike Rounds,SD,north,Republican
296361085,296361085,FarmBill,1,John Thune,SD,north,Republican
296361085,296361085,NationalFarmersDay,1,John Thune,SD,north,Republican
296361085,296361085,NationalNewspaperWeek,1,John Thune,SD,north,Republican
296361085,296361085,PearlHarbor,1,John Thune,SD,north,Republican
296361085,296361085,VeteransDay2022,1,John Thune,SD,north,Republican
296361085,296361085,biofuels,1,John Thune,SD,north,Republican
296361085,296361085,gojacks,1,John Thune,SD,north,Republican
296361085,296361085,goyotes,1,John Thune,SD,north,Republican
296361085,296361085,toastmasters,1,John Thune,SD,north,Republican
2964174789,2964174789,4H,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,Artemis,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,Diwali,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,FIFAWorldCup,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,GoDeacs,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,GoHeels,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,HappyHalloween,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,Ian,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,KeepPounding,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,MilitaryFamilyAppreciationMonth,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,NationalFarmersDay,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,NationalFirstRespondersDay,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,ThankAVeteran,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,VeteransDay,1,Thom Tillis,NC,south,Republican
2964174789,2964174789,VeteransDay2022,1,Thom Tillis,NC,south,Republican
229966028,3001665106,FlaPol,1,Marco Rubio,FL,south,Republican
229966028,3001665106,HurricaneIan,1,Marco Rubio,FL,south,Republican
229966028,3001665106,LograrResultados,1,Marco Rubio,FL,south,Republican
229966028,3001665106,MarcoRubio,1,Marco Rubio,FL,south,Republican
229966028,3001665106,PalmBeach,1,Marco Rubio,FL,south,Republican
229966028,3001665106,PolíticaLocal,1,Marco Rubio,FL,south,Republican
229966028,3001665106,RecesiónDeBiden,1,Marco Rubio,FL,south,Republican
229966028,3001665106,Tampa,1,Marco Rubio,FL,south,Republican
229966028,3001665106,TitereDePelosi,1,Marco Rubio,FL,south,Republican
229966028,3001665106,ValDemings,1,Marco Rubio,FL,south,Republican
229966028,3001665106,VictoryRally,1,Marco Rubio,FL,south,Republican
229966028,3001665106,WestMiami,1,Marco Rubio,FL,south,Republican
5558312,3006258669,ForestProductsWeek,1,John Boozman,AR,south,Republican
5558312,3006258669,LandGrant,1,John Boozman,AR,south,Republican
5558312,3006258669,ThankAFarmer,1,John Boozman,AR,south,Republican
5558312,3006258669,TheRiceStuff,1,John Boozman,AR,south,Republican
5558312,3006258669,agricultural,1,John Boozman,AR,south,Republican
5558312,3006258669,podcast,1,John Boozman,AR,south,Republican
811313565760163844,3145735852,HispanicHeritageMonth,1,Catherine Cortez Masto,NV,north,Democrat
811313565760163844,3145735852,LGBTQ,1,Catherine Cortez Masto,NV,north,Democrat
1058520120,328679423,AANHPI,1,Tammy Duckworth,IL,north,Democrat
1058520120,328679423,GetCovered,1,Tammy Duckworth,IL,north,Democrat
1058520120,328679423,IndigenousPeoplesDay,1,Tammy Duckworth,IL,north,Democrat
1058520120,328679423,ShopSmall,1,Tammy Duckworth,IL,north,Democrat
1058520120,328679423,SpiritDay,1,Tammy Duckworth,IL,north,Democrat
1058520120,328679423,ThankATeacher,1,Tammy Duckworth,IL,north,Democrat
339822881,339822881,L1C4,1,Mitch McConnell,KY,south,Republican
339822881,339822881,NewProfilePic,1,Mitch McConnell,KY,south,Republican
946549322,361569788,DoYourJob,1,Margaret Wood Hassan,NH,north,Democrat
946549322,361569788,NH02,1,Margaret Wood Hassan,NH,north,Democrat
946549322,361569788,NHPolitics,1,Margaret Wood Hassan,NH,north,Democrat
1060370282,366304362,APRaceCall,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,AmericaLast,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,BREAKING,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,Election2022,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,FirstRespondersDay,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,GA,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,HornsDown,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,Idabel,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,NationalRuralHealthDay,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,OFRW,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,OPEC,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,OSUHomecoming,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,Oklahoma,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,OklahomaStandard,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,OklahomaStrong,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,PearlHarborRemembranceDay,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,Thanksgiving,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,TulsaPolice,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,VeteransDay,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,VoteRed,1,Markwayne Mullin,OK,south,Republican
1060370282,366304362,okwx,1,Markwayne Mullin,OK,south,Republican
382791093,382791093,CCUStech,1,John Hoeven,ND,north,Republican
382791093,382791093,SmallBizSaturday,1,John Hoeven,ND,north,Republican
382791093,382791093,farmbill,1,John Hoeven,ND,north,Republican
600463589,413160266,crapoforsenate,1,Mike Crapo,ID,north,Republican
600463589,413160266,idpol,1,Mike Crapo,ID,north,Republican
600463589,413160266,keepidahored,1,Mike Crapo,ID,north,Republican
43910797,43910797,BankingWhileBlack,1,Sherrod Brown,OH,north,Democrat
43910797,43910797,BipartisanInfrastructureLaw,1,Sherrod Brown,OH,north,Democrat
43910797,43910797,CTCNow,1,Sherrod Brown,OH,north,Democrat
43910797,43910797,ChildTaxCredit,1,Sherrod Brown,OH,north,Democrat
